Year,Quarter,Product Model,5G Capability,Region,Units Sold,Revenue ($),Market Share (%),Regional 5G Coverage (%),5G Subscribers (millions),Avg 5G Speed (Mbps),Preference for 5G (%),Profit,time_id,product_id,region_id,fact_id
2022,Q1,Galaxy S22 5G,Yes,Latin America,6787,52571041.67,4.93,103.73,29.49,274.81,47.7,10514208.334,13,11,2,191
2022,Q1,Galaxy Z Fold3 5G,Yes,Latin America,34677,15661456.58,6.11,101.07,48.06,165.76,55.31,3132291.316,13,12,2,192
2022,Q1,Galaxy A14 5G,Yes,North America,27735,60038350.75,6.4,42.86,50.44,118.36,80.72,12007670.15,13,13,4,193
2022,Q1,Galaxy S23 5G,Yes,Asia-Pacific,51810,,5.73,51.7,7.359.999.999.999.990,174.15,73.56,0.0,13,14,1,194
2022,Q1,Galaxy Z Flip5 5G,Yes,Latin America,46166,19455487.42,4.54,59.94,13.25,195.16,74.46,3891097.4840000006,13,15,2,195
2022,Q2,Galaxy S10,No,Latin America,47075,9011313.36,31.500.000.000.000.000,87.8,23.96,79.96,66.24,1802262.672,14,1,2,196
2022,Q2,Galaxy Note10,No,North America,5465,14185149.88,1.97,73.54,45.99,292.18,37.14,2837029.9760000003,14,2,4,197
2022,Q2,Galaxy S20,No,Asia-Pacific,22036,14156370.64,2.12,60.31,-0.89,298.7,43.46,2831274.1280000005,14,3,1,198
2022,Q2,Galaxy Note20,No,Europe,31388,15148576.49,34.400.000.000.000.000,67,45.8,92.32,39.57,3029715.2980000004,14,4,5,199
2022,Q2,Galaxy S21,No,North America,33806,,-0.23,77.31,47.51,129.7,78.41,0.0,14,5,4,200
2022,Q2,Galaxy A32 5G,Yes,Middle East & Africa,46798,34010964.59,2.84,95.15,47.23,287.88,87.65,6802192.918000001,14,6,3,201
2022,Q2,Galaxy A52 5G,Yes,Latin America,15007,56176071.66,6.81,83.96,44.71,258.98,59.6,11235214.332,14,7,2,202
2022,Q2,Galaxy A73 5G,Yes,Europe,10585,29685804.23,3.51,93.42,38.63,171.64,87.93,5937160.846000001,14,8,5,203
2022,Q2,Galaxy Z Fold2 5G,Yes,Asia-Pacific,10415,16056993.77,2.85,87.84,42.48,160.24,51.79,3211398.754,14,9,1,204
2022,Q2,Galaxy Z Flip3 5G,Yes,Latin America,54159,43416974.45,5.91,101.8,45.27,232.71,51.01,8683394.89,14,10,2,205
2022,Q2,Galaxy S22 5G,Yes,Middle East & Africa,17217,31929959.75,3.68,41.36,32,291.72,45.78,6385991.95,14,11,3,206
2022,Q2,Galaxy Z Fold3 5G,Yes,North America,53719,15328592.42,3.88,79.25,36.07,286.49,48.06,3065718.484,14,12,4,207
2022,Q2,Galaxy A14 5G,Yes,Middle East & Africa,58156,45419753.7,4.279.999.999.999.990,88.11,44.95,232.59,86.74,9083950.74,14,13,3,208
2022,Q2,Galaxy S23 5G,Yes,Asia-Pacific,33117,,6.58,83.47,38.52,282.72,86.09,0.0,14,14,1,209
2022,Q2,Galaxy Z Flip5 5G,Yes,Latin America,24948,,3.51,89.68,53.4,284.12,72.56,0.0,14,15,2,210
2022,Q3,Galaxy S10,No,Asia-Pacific,10671,,0.25,50.83,26.94,249.36,77.13,0.0,15,1,1,211
2022,Q3,Galaxy Note10,No,Middle East & Africa,27006,,3.600.000.000.000.000,70.18,-0.05,179.88,63.620.000.000.000.000,0.0,15,2,3,212
2022,Q3,Galaxy S20,No,Asia-Pacific,35658,14607494.42,11.800.000.000.000.000,33.54,9.96,232.38,66.96,2921498.884,15,3,1,213
2022,Q3,Galaxy Note20,No,North America,8330,26191927.65,4,73.87,24.35,169.49,53.29,5238385.53,15,4,4,214
2022,Q3,Galaxy S21,No,North America,32243,28519800.44,1.299.999.999.999.990,27.270.000.000.000.000,22.56,82.24,53.9,5703960.088,15,5,4,215
2022,Q3,Galaxy A32 5G,Yes,North America,49871,,6.82,48.95,18.68,240.7,53.91,0.0,15,6,4,216
2022,Q3,Galaxy A52 5G,Yes,North America,39287,21438284.87,4.970.000.000.000.000,70.25,52.39,215.78,74.82,4287656.974,15,7,4,217
2022,Q3,Galaxy A73 5G,Yes,Middle East & Africa,43668,32615703.95,3.64,41.86,25.87,164.53,62.1,6523140.79,15,8,3,218
2022,Q3,Galaxy Z Fold2 5G,Yes,Latin America,64883,,4.6,61.16,31.32,154.51,92.8,0.0,15,9,2,219
2022,Q3,Galaxy Z Flip3 5G,Yes,Middle East & Africa,29698,,3.14,93.12,34.760.000.000.000.000,246.75,6.546.000.000.000.000,0.0,15,10,3,220
2022,Q3,Galaxy S22 5G,Yes,Middle East & Africa,16005,41833223.63,6.71,88.73,39.93,281.7,86.82,8366644.726000001,15,11,3,221
2022,Q3,Galaxy Z Fold3 5G,Yes,Europe,55071,52340365.75,3.6,55.45,51.49,279.27,73.87,10468073.15,15,12,5,222
2022,Q3,Galaxy A14 5G,Yes,North America,55853,,4.88,62.85,33.760.000.000.000.000,63.15,69.85,0.0,15,13,4,223
2022,Q3,Galaxy S23 5G,Yes,Asia-Pacific,47291,19328484.68,6.51,102.8,36.28,222.44,74.49,3865696.936,15,14,1,224
2022,Q3,Galaxy Z Flip5 5G,Yes,Asia-Pacific,30901,11882936.57,3.47,95.55,15.87,182.47,50.98,2376587.3140000002,15,15,1,225
2022,Q4,Galaxy S10,No,North America,8330,,02.01,89.2,17.57,213.49,6.106.999.999.999.990,0.0,16,1,4,226
2022,Q4,Galaxy Note10,No,Asia-Pacific,16902,45919818.68,-0.25,68.67,2.53,66.34,47.23,9183963.736,16,2,1,227
2022,Q4,Galaxy S20,No,Asia-Pacific,10352,10351376.89,3.16,68.23,24.33,137.24,49.71,2070275.3780000003,16,3,1,228
2022,Q4,Galaxy Note20,No,Asia-Pacific,20904,41945284.64,-0.06,53.51,35.45,63.87,78.05,8389056.928000001,16,4,1,229
2022,Q4,Galaxy S21,No,Europe,32799,30084811.85,0.7,89.07,45.08,253.23,61.38,6016962.370000001,16,5,5,230
2022,Q4,Galaxy A32 5G,Yes,North America,17884,11319455.1,4.18,99.95,7.17,265.78,86.45,2263891.02,16,6,4,231
2022,Q4,Galaxy A52 5G,Yes,Middle East & Africa,40963,10902531.08,2.86,42.87,21.56,281.31,81.51,2180506.216,16,7,3,232
2022,Q4,Galaxy A73 5G,Yes,North America,15691,21823040.17,30.700.000.000.000.000,42.69,42.69,135.63,72.27,4364608.034000001,16,8,4,233
2022,Q4,Galaxy Z Fold2 5G,Yes,Europe,23653,24085328.15,5.640.000.000.000.000,87.55,41.3,170.64,46.15,4817065.63,16,9,5,234
2022,Q4,Galaxy Z Flip3 5G,Yes,Europe,56264,11515465.8,3.42,82.21,39.95,68.7,94.84,2303093.16,16,10,5,235
2022,Q4,Galaxy S22 5G,Yes,Latin America,47629,40258147.69,2.59,62.4,46.2,174.55,88.86,8051629.538,16,11,2,236
2022,Q4,Galaxy Z Fold3 5G,Yes,North America,22829,33124655.16,6.4,70.69,26.25,125.31,93.2,6624931.032000001,16,12,4,237
2022,Q4,Galaxy A14 5G,Yes,Latin America,33785,47573854.62,5.640.000.000.000.000,92.95,33.129.999.999.999.900,109.94,93.28,9514770.924,16,13,2,238
2022,Q4,Galaxy S23 5G,Yes,Asia-Pacific,28676,33319538.64,5.17,80.3,30.76,213.39,76.2,6663907.728,16,14,1,239
2022,Q4,Galaxy Z Flip5 5G,Yes,Latin America,62215,44729535.66,03.04,93.8,38.79,253.73,45.63,8945907.132,16,15,2,240
2023,Q1,Galaxy S10,No,Europe,40947,29431350.05,2.29,31.64,20.82,272.01,80.79,5886270.010000001,17,1,5,241
2023,Q1,Galaxy Note10,No,North America,14664,15195950.99,1.66,62.66,14.700.000.000.000.000,171.98,74.11,3039190.1980000003,17,2,4,242
2023,Q1,Galaxy S20,No,Europe,43817,24176526.14,2.45,48.62,20.28,175.27,73.89,4835305.228,17,3,5,243
2023,Q1,Galaxy Note20,No,Latin America,41459,13687954.88,-0.11,6.218.000.000.000.000,11.77,287.5,41.54,2737590.9760000003,17,4,2,244
2023,Q1,Galaxy S21,No,North America,32918,22481075.41,1.86,81.72,33.4,108.49,65.46,4496215.082,17,5,4,245
2023,Q1,Galaxy A32 5G,Yes,Asia-Pacific,42266,25950100.26,06.02,55.39,39.53,262.25,45.63,5190020.052000001,17,6,1,246
2023,Q1,Galaxy A52 5G,Yes,Asia-Pacific,35503,31844795.27,3.87,85.47,48.17,262.84,68,6368959.0540000005,17,7,1,247
2023,Q1,Galaxy A73 5G,Yes,Europe,47694,18903891.32,5.9,62.48,29.12,227.77,87.07,3780778.2640000004,17,8,5,248
2023,Q1,Galaxy Z Fold2 5G,Yes,Asia-Pacific,36500,11340925.86,2.86,98.22,46.72,177.9,65.83,2268185.172,17,9,1,249
2023,Q1,Galaxy Z Flip3 5G,Yes,Asia-Pacific,31535,75369161.28,4.85,103.92,6.42,256.03,54.7,15073832.256000001,17,10,1,250
2023,Q1,Galaxy S22 5G,Yes,North America,25428,41184238.58,4.9,78.09,24.18,262.01,54.8,8236847.716,17,11,4,251
2023,Q1,Galaxy Z Fold3 5G,Yes,Middle East & Africa,58459,,5.29,65.56,52.82,231.91,69.15,0.0,17,12,3,252
2023,Q1,Galaxy A14 5G,Yes,Middle East & Africa,39916,30964782.02,5.529.999.999.999.990,47.84,15.23,260.8,82.88,6192956.404,17,13,3,253
2023,Q1,Galaxy S23 5G,Yes,Asia-Pacific,56785,37101918.73,4.21,67.62,43.79,240.21,75.96,7420383.745999999,17,14,1,254
2023,Q1,Galaxy Z Flip5 5G,Yes,Europe,11658,14130688.68,48.100.000.000.000.000,64.15,50.51,117.92,62.56,2826137.736,17,15,5,255
2023,Q2,Galaxy S10,No,Europe,28445,23846107.2,3.99,46.8,37.91,175.6,66.6,4769221.44,18,1,5,256
2023,Q2,Galaxy Note10,No,Europe,12074,10953765.79,1.67,65.23,47.14,106.03,70.52,2190753.158,18,2,5,257
2023,Q2,Galaxy S20,No,Europe,24787,11158722.59,2.93,73.15,29.28,138.0,68.94,2231744.518,18,3,5,258
2023,Q2,Galaxy Note20,No,North America,40418,32030342.59,17.799.999.999.999.900,61.900.000.000.000.000,24.69,160.98,45.26,6406068.518,18,4,4,259
2023,Q2,Galaxy S21,No,Middle East & Africa,34655,5500615.14,0,36.06,47.06,75.69,57.66,1100123.028,18,5,3,260
2023,Q2,Galaxy A32 5G,Yes,Latin America,18720,45175723.36,06.09,77.17,13.16,95.71,54.69,9035144.672,18,6,2,261
2023,Q2,Galaxy A52 5G,Yes,Asia-Pacific,7111,38171299.74,4.9,94.2,53.26,269.75,52.92,7634259.948000001,18,7,1,262
2023,Q2,Galaxy A73 5G,Yes,Latin America,22044,31012290.23,5.12,79.73,37.98,63.5,81.51,6202458.046,18,8,2,263
2023,Q2,Galaxy Z Fold2 5G,Yes,North America,14004,,3.37,86.05,18.51,249.43,45.62,0.0,18,9,4,264
2023,Q2,Galaxy Z Flip3 5G,Yes,Latin America,55851,19401460.38,05.04,98.87,14.29,187.41,45.43,3880292.076,18,10,2,265
2023,Q2,Galaxy S22 5G,Yes,Latin America,43275,,4.18,44.77,25.77,214.9,48.3,0.0,18,11,2,266
2023,Q2,Galaxy Z Fold3 5G,Yes,Latin America,14970,18515548.91,6.32,52.48,25,57.27,51.12,3703109.782,18,12,2,267
2023,Q2,Galaxy A14 5G,Yes,Middle East & Africa,37850,11674638.72,6.51,65.65,35.8,210.17,70.25,2334927.7440000004,18,13,3,268
2023,Q2,Galaxy S23 5G,Yes,Latin America,12105,51838068.95,5.279.999.999.999.990,77.76,52.15,51.12,86.82,10367613.790000001,18,14,2,269
2023,Q2,Galaxy Z Flip5 5G,Yes,Latin America,43400,25193544.6,2.97,86.63,52.81,178.32,45.09,5038708.920000001,18,15,2,270
2023,Q3,Galaxy S10,No,Asia-Pacific,45735,,0.26,50.76,9.67,280.41,64.86,0.0,19,1,1,271
2023,Q3,Galaxy Note10,No,Middle East & Africa,14799,,3.39,49.36,15.579.999.999.999.900,220.38,51.94,0.0,19,2,3,272
2023,Q3,Galaxy S20,No,Europe,42940,,5.900.000.000.000.000,87.76,46.41,87.57,83.22,0.0,19,3,5,273
2023,Q3,Galaxy Note20,No,Europe,46321,12172734.05,2.5,44.49,12.73,238.14,47.82,2434546.81,19,4,5,274
2023,Q3,Galaxy S21,No,Europe,22101,45898246.39,3.500.000.000.000.000,38.79,27.92,77.87,49.98,9179649.278,19,5,5,275
2023,Q3,Galaxy A32 5G,Yes,North America,18578,35842354.88,5.27,41.64,13.95,192.01,73.64,7168470.976000001,19,6,4,276
2023,Q3,Galaxy A52 5G,Yes,North America,63804,26099538.28,2.53,49.54,36.48,168.21,88.53,5219907.656,19,7,4,277
2023,Q3,Galaxy A73 5G,Yes,North America,60353,,3.43,6.771.000.000.000.000,35.68,79.34,58.28,0.0,19,8,4,278
2023,Q3,Galaxy Z Fold2 5G,Yes,Asia-Pacific,56014,38203293.83,05.04,92.55,22.12,50.37,45.65,7640658.766,19,9,1,279
2023,Q3,Galaxy Z Flip3 5G,Yes,Europe,30009,27935761.68,5.49,48.11,22.61,157.0,94.16,5587152.336,19,10,5,280
2023,Q3,Galaxy S22 5G,Yes,North America,11176,41387013.97,6.52,59.53,7.359.999.999.999.990,246.52,46.97,8277402.794,19,11,4,281
2023,Q3,Galaxy Z Fold3 5G,Yes,North America,35816,11652906.14,6.83,52.51,23.96,85.44,54.57,2330581.228,19,12,4,282
2023,Q3,Galaxy A14 5G,Yes,Latin America,51399,,4.71,77.37,33.16,212.73,87.94,0.0,19,13,2,283
2023,Q3,Galaxy S23 5G,Yes,Asia-Pacific,25724,,2.8,102.38,45.67,52.28,75.87,0.0,19,14,1,284
2023,Q3,Galaxy Z Flip5 5G,Yes,Latin America,19229,37535867.52,6.95,71.89,44.75,122.87,91.72,7507173.504000001,19,15,2,285
2023,Q4,Galaxy S10,No,North America,40560,10240842.15,01.06,40.09,30.86,154.81,68.24,2048168.4300000002,20,1,4,286
2023,Q4,Galaxy Note10,No,North America,35697,19462564.98,2.49,36.55,36.44,236.39,47.11,3892512.9960000003,20,2,4,287
2023,Q4,Galaxy S20,No,Latin America,47421,,3.400.000.000.000.000,69.32,14.16,174.21,73.78,0.0,20,3,2,288
2023,Q4,Galaxy Note20,No,Middle East & Africa,36328,33957658.93,16.800.000.000.000.000,25.34,10.88,248.93,80.82,6791531.786,20,4,3,289
2023,Q4,Galaxy S21,No,Latin America,7177,12756979.87,3.84,83.21,46.58,244.75,58.59,2551395.974,20,5,2,290
2023,Q4,Galaxy A32 5G,Yes,Europe,26543,22616882.71,6.92,47.63,35.93,142.99,6.549.000.000.000.000,4523376.542,20,6,5,291
2023,Q4,Galaxy A52 5G,Yes,Asia-Pacific,56191,12240588.06,6.71,72.16,7.12,152.26,87.72,2448117.612,20,7,1,292
2023,Q4,Galaxy A73 5G,Yes,Middle East & Africa,31159,41780958.79,45.600.000.000.000.000,79.39,20.12,294.91,53.57,8356191.758,20,8,3,293
2023,Q4,Galaxy Z Fold2 5G,Yes,Asia-Pacific,61064,65387195.35,5.49,85.64,26.68,170.74,59.27,13077439.07,20,9,1,294
2023,Q4,Galaxy Z Flip3 5G,Yes,Asia-Pacific,34138,54539172.82,5.92,98.31,21.34,195.17,79.73,10907834.564000001,20,10,1,295
2023,Q4,Galaxy S22 5G,Yes,Latin America,36216,29959374.23,3.82,70.59,46.92,177.43,63.86,5991874.846000001,20,11,2,296
2023,Q4,Galaxy Z Fold3 5G,Yes,North America,56470,29368072.66,5.15,71.88,21.15,192.3,46.87,5873614.532000001,20,12,4,297
2023,Q4,Galaxy A14 5G,Yes,North America,50544,43782286.43,4.640.000.000.000.000,96.7,13.78,184.26,51.56,8756457.286,20,13,4,298
2023,Q4,Galaxy S23 5G,Yes,Europe,8752,38989375.22,2.66,83.21,28.99,286.82,62.63,7797875.044,20,14,5,299
2023,Q4,Galaxy Z Flip5 5G,Yes,Middle East & Africa,52161,28251610.31,4.470.000.000.000.000,63.99,48.56,255.02,48.38,5650322.062,20,15,3,300
2024,Q1,Galaxy S10,No,North America,37131,,5.900.000.000.000.000,83.06,3.399.999.999.999.990,274.2,42.93,0.0,21,1,4,301
2024,Q1,Galaxy Note10,No,Europe,22947,10581556.07,02.03,51.05,13.99,62.01,43.39,2116311.214,21,2,5,302
2024,Q1,Galaxy S20,No,Asia-Pacific,32783,24954402.68,-0.12,68.38,18.52,165.62,84.08,4990880.536,21,3,1,303
2024,Q1,Galaxy Note20,No,Asia-Pacific,11825,26416166.62,3.72,48.75,13.42,267.68,82.48,5283233.324000001,21,4,1,304
2024,Q1,Galaxy S21,No,Middle East & Africa,11094,32422221.33,2.75,69.33,8.2,259.15,73.14,6484444.266,21,5,3,305
2024,Q1,Galaxy A32 5G,Yes,North America,54883,29105714.76,6.45,41.13,51.34,117.64,58.15,5821142.9520000005,21,6,4,306
2024,Q1,Galaxy A52 5G,Yes,Latin America,31220,36722606.38,6.53,40.510.000.000.000.000,32.239.999.999.999.900,130.35,80.87,7344521.276000001,21,7,2,307
2024,Q1,Galaxy A73 5G,Yes,North America,11255,40448789.53,6.91,69.89,14.95,211.0,67.67,8089757.906,21,8,4,308
2024,Q1,Galaxy Z Fold2 5G,Yes,Middle East & Africa,62968,36037742.34,3.27,91.81,35.09,236.61,93.38,7207548.468000001,21,9,3,309
2024,Q1,Galaxy Z Flip3 5G,Yes,Latin America,57073,27851665.91,2.61,66.33,8.11,196.33,89.62,5570333.182,21,10,2,310
2024,Q1,Galaxy S22 5G,Yes,Europe,43911,,4.21,45.54,47.18,293.87,46.55,0.0,21,11,5,311
2024,Q1,Galaxy Z Fold3 5G,Yes,Europe,6628,36995468.59,48.100.000.000.000.000,93.86,26.43,157.51,45.53,7399093.718000001,21,12,5,312
2024,Q1,Galaxy A14 5G,Yes,Asia-Pacific,54366,58337180.3,2.87,90.7,13.54,83.75,56.88,11667436.06,21,13,1,313
2024,Q1,Galaxy S23 5G,Yes,Middle East & Africa,43162,,31.100.000.000.000.000,73.38,46.43,195.74,49.58,0.0,21,14,3,314
2024,Q1,Galaxy Z Flip5 5G,Yes,North America,24624,36547057.85,6.92,54.55,50.77,120.07,50.72,7309411.57,21,15,4,315
2024,Q2,Galaxy S10,No,Middle East & Africa,26237,,2.72,30.37,43.72,205.74,48.09,0.0,22,1,3,316
2024,Q2,Galaxy Note10,No,North America,22269,16275671.49,2.24,67.36,2.27,216.59,73.24,3255134.2980000004,22,2,4,317
2024,Q2,Galaxy S20,No,Europe,27314,25415808.77,0.48,88.91,13.08,84.12,40.12,5083161.754000001,22,3,5,318
2024,Q2,Galaxy Note20,No,Europe,18938,16203612.71,03.04,84.26,14.97,201.33,75.69,3240722.5420000004,22,4,5,319
2024,Q2,Galaxy S21,No,Latin America,14478,46356728.39,14.700.000.000.000.000,44.98,31.83,190.4,78.16,9271345.678000001,22,5,2,320
2024,Q2,Galaxy A32 5G,Yes,North America,64381,8891741.34,3.46,81.54,25.48,147.48,52.94,1778348.2680000002,22,6,4,321
2024,Q2,Galaxy A52 5G,Yes,Latin America,33515,35787763.82,4.3,82.09,44.83,256.14,51.86,7157552.764,22,7,2,322
2024,Q2,Galaxy A73 5G,Yes,Asia-Pacific,14587,28041204.8,2.85,53.66,51.8,126.75,94.43,5608240.960000001,22,8,1,323
2024,Q2,Galaxy Z Fold2 5G,Yes,North America,47712,18117011.06,3.62,64.38,33.69,172.94,72.78,3623402.212,22,9,4,324
2024,Q2,Galaxy Z Flip3 5G,Yes,Latin America,24276,82025137.2,6.27,51.96,37.97,177.35,73.86,16405027.440000001,22,10,2,325
2024,Q2,Galaxy S22 5G,Yes,Asia-Pacific,28349,29473665.23,6.51,94.18,34.27,103.77,65.41,5894733.046,22,11,1,326
2024,Q2,Galaxy Z Fold3 5G,Yes,Europe,33169,35954900.03,5.42,53.54,26.02,294.86,54.66,7190980.006000001,22,12,5,327
2024,Q2,Galaxy A14 5G,Yes,North America,7463,54322194.79,3.42,84.33,29.05,82.85,88.18,10864438.958,22,13,4,328
2024,Q2,Galaxy S23 5G,Yes,Middle East & Africa,16723,10462398.76,5.79,80.56,28.87,162.51,72.81,2092479.752,22,14,3,329
2024,Q2,Galaxy Z Flip5 5G,Yes,Middle East & Africa,44327,,4.95,78.31,41.66,198.84,46.44,0.0,22,15,3,330
2024,Q3,Galaxy S10,No,Asia-Pacific,32671,47591496.99,2.77,27.94,32.88,71.21,82.95,9518299.398,23,1,1,331
2024,Q3,Galaxy Note10,No,Asia-Pacific,40214,41136987.82,1.399.999.999.999.990,87.83,40.29,259.95,42.51,8227397.564,23,2,1,332
2024,Q3,Galaxy S20,No,Europe,5564,59801417.46,3.5,48.6,29.86,213.04,46.39,11960283.492,23,3,5,333
2024,Q3,Galaxy Note20,No,Middle East & Africa,19903,17437926.68,3.41,61.77,2.81,289.86,52.2,3487585.336,23,4,3,334
2024,Q3,Galaxy S21,No,Latin America,21386,36904339.77,2.99,72.99,35.39,296.75,75.59,7380867.954000001,23,5,2,335
2024,Q3,Galaxy A32 5G,Yes,Middle East & Africa,27969,70164647.83,2.62,46.76,43.61,103.25,63.21,14032929.566,23,6,3,336
2024,Q3,Galaxy A52 5G,Yes,Middle East & Africa,37433,18338586.46,04.04,87.64,53.76,101.77,50.02,3667717.2920000004,23,7,3,337
2024,Q3,Galaxy A73 5G,Yes,Europe,39286,60220617.19,3.28,52.62,54.48,284.67,72.09,12044123.438000001,23,8,5,338
2024,Q3,Galaxy Z Fold2 5G,Yes,Middle East & Africa,53528,21387152.24,6.42,103.82,51.01,130.55,85.26,4277430.448,23,9,3,339
2024,Q3,Galaxy Z Flip3 5G,Yes,North America,35291,49226395.4,6.75,62.89,24.49,220.65,89.72,9845279.08,23,10,4,340
2024,Q3,Galaxy S22 5G,Yes,Middle East & Africa,59709,24247149.04,6.3,103.78,12.99,284.37,67.07,4849429.808,23,11,3,341
2024,Q3,Galaxy Z Fold3 5G,Yes,North America,43568,,05.04,74.46,45.39,255.35,72.28,0.0,23,12,4,342
2024,Q3,Galaxy A14 5G,Yes,Latin America,14266,34815441.96,4.33,40.78,17.490.000.000.000.000,190.78,88.08,6963088.392000001,23,13,2,343
2024,Q3,Galaxy S23 5G,Yes,North America,15763,,5.890.000.000.000.000,74.46,50.36,173.23,52.39,0.0,23,14,4,344
2024,Q3,Galaxy Z Flip5 5G,Yes,Europe,37683,25975311.58,6.15,87.83,29.56,270.57,63.33,5195062.316,23,15,5,345
2024,Q4,Galaxy S10,No,Middle East & Africa,9805,,0.27,59.49,16.98,203.22,57.32,0.0,24,1,3,346
2024,Q4,Galaxy Note10,No,Asia-Pacific,39017,15031174.35,1.95,50.4,25.44,268.6,38.07,3006234.87,24,2,1,347
2024,Q4,Galaxy S20,No,Europe,7534,29771391.22,3.55,47.5,12.56,51.73,74.44,5954278.244,24,3,5,348
2024,Q4,Galaxy Note20,No,Latin America,42266,23557754.83,3.400.000.000.000.000,86.28,26.49,294.81,51.79,4711550.966,24,4,2,349
2024,Q4,Galaxy S21,No,Middle East & Africa,28852,14365866.47,2.299.999.999.999.990,46.1,3.47,194.32,86.51,2873173.294,24,5,3,350
2024,Q4,Galaxy A32 5G,Yes,Latin America,25724,57565236.58,5.68,6.997.999.999.999.990,34.17,231.5,84.08,11513047.316,24,6,2,351
2024,Q4,Galaxy A52 5G,Yes,Asia-Pacific,10554,21897425.74,5.35,41.870.000.000.000.000,19.65,187.87,87.11,4379485.148,24,7,1,352
2024,Q4,Galaxy A73 5G,Yes,North America,63966,35148376.0,3.86,68.18,37.3,171.35,81.11,7029675.2,24,8,4,353
2024,Q4,Galaxy Z Fold2 5G,Yes,Middle East & Africa,50336,24239867.16,40.600.000.000.000.000,44.48,16.75,205.63,73.46,4847973.432,24,9,3,354
2024,Q4,Galaxy Z Flip3 5G,Yes,Middle East & Africa,35834,,3.47,79.11,20.48,97.86,49,0.0,24,10,3,355
2024,Q4,Galaxy S22 5G,Yes,Europe,28368,17639255.89,5.79,47.78,35.7,99.55,92.85,3527851.1780000003,24,11,5,356
2024,Q4,Galaxy Z Fold3 5G,Yes,North America,31313,33616387.43,6.7,59.12,51.35,229.94,66.1,6723277.4860000005,24,12,4,357
2024,Q4,Galaxy A14 5G,Yes,Asia-Pacific,10175,31584423.95,6.39,86.4,6.87,170.92,87.54,6316884.79,24,13,1,358
2024,Q4,Galaxy S23 5G,Yes,North America,27459,,2.65,73.66,17.95,186.37,92.94,0.0,24,14,4,359
2024,Q4,Galaxy Z Flip5 5G,Yes,Asia-Pacific,23576,7378715.04,4.94,92.65,27.65,261.8,75.18,1475743.0080000001,24,15,1,360
2019,Q1,Galaxy S10,No,Asia-Pacific,26396,,01.04,57.36,39.55,293.1,55.87,0.0,1,1,1,361
2019,Q1,Galaxy Note10,No,Latin America,25671,,2.82,85.8,42.58,67.46,37.26,0.0,1,2,2,362
2019,Q1,Galaxy S20,No,Middle East & Africa,16573,25608331.51,-0.03,47.02,3.78,77.25,84.66,5121666.302000001,1,3,3,363
2019,Q1,Galaxy Note20,No,North America,7177,21984415.83,8.400.000.000.000.000,25.7,23.41,105.27,40.03,4396883.166,1,4,4,364
2019,Q1,Galaxy S21,No,Latin America,45633,16342437.5,2.36,89.13,44.43,206.17,76.88,3268487.5,1,5,2,365
2019,Q1,Galaxy A32 5G,Yes,Middle East & Africa,15912,17178326.9,5.41,59.12,12.14,179.15,80.79,3435665.38,1,6,3,366
2019,Q1,Galaxy A52 5G,Yes,Latin America,7231,48639810.19,5.9,52.94,44.36,259.16,77.55,9727962.038,1,7,2,367
2019,Q1,Galaxy A73 5G,Yes,Europe,58711,70175779.07,4.92,79.95,49.7,191.42,74.83,14035155.814,1,8,5,368
2019,Q1,Galaxy Z Fold2 5G,Yes,North America,40641,51959555.76,2.64,44.77,31.27,151.18,6.650.999.999.999.990,10391911.152,1,9,4,369
2019,Q1,Galaxy Z Flip3 5G,Yes,Latin America,38119,49899540.8,6.84,51.21,38.33,284.33,87.01,9979908.16,1,10,2,370
2019,Q1,Galaxy S22 5G,Yes,Middle East & Africa,36255,12091673.94,4.66,56.5,9.77,81.43,85.88,2418334.788,1,11,3,371
2019,Q1,Galaxy Z Fold3 5G,Yes,Asia-Pacific,19643,36029498.52,5.67,76.62,22.84,220.82,88.16,7205899.704000001,1,12,1,372
2019,Q1,Galaxy A14 5G,Yes,Middle East & Africa,12612,57161551.82,3.24,6.447.999.999.999.990,14.98,161.49,85.67,11432310.364,1,13,3,373
2019,Q1,Galaxy S23 5G,Yes,Europe,22722,,2.88,87.12,19.04,233.87,45.66,0.0,1,14,5,374
2019,Q1,Galaxy Z Flip5 5G,Yes,Latin America,8453,46937282.29,3.48,7.272.999.999.999.990,23.32,130.87,53.81,9387456.458,1,15,2,375
2019,Q2,Galaxy S10,No,Middle East & Africa,19160,6660064.8,1.56,67.69,14.6,156.93,64.04,1332012.96,2,1,3,376
2019,Q2,Galaxy Note10,No,Middle East & Africa,38253,,-0.05,76.73,31.96,273.85,38.28,0.0,2,2,3,377
2019,Q2,Galaxy S20,No,Middle East & Africa,17404,14950208.85,2.51,38.86,36.38,105.21,67.78,2990041.77,2,3,3,378
2019,Q2,Galaxy Note20,No,Middle East & Africa,27841,,3.96,75.22,46.41,283.25,44.96,0.0,2,4,3,379
2019,Q2,Galaxy S21,No,Middle East & Africa,10047,10691516.9,1.56,45.75,15.36,112.81,85.33,2138303.3800000004,2,5,3,380
2019,Q2,Galaxy A32 5G,Yes,Europe,25054,40495943.74,4.640.000.000.000.000,67.39,21.03,212.78,63.69,8099188.748000001,2,6,5,381
2019,Q2,Galaxy A52 5G,Yes,Asia-Pacific,37263,29763310.31,2.76,55.56,16.03,263.32,64.63,5952662.062,2,7,1,382
